time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779981776.7249093,1,0.9996,0,8.3356,0.0000,8.3356,0.174986,0.1943,-0.31,1.000000,1.000000,0,0
1779981776.954632,2,0.9994,0,8.1975,-0.0690,8.2321,0.167806,0.1739,-0.28,0.500000,0.500000,0,0
1779981777.2157578,3,0.9993,0,8.0798,-0.0852,8.1245,0.164395,0.1816,-0.57,0.333333,0.333333,0,0
1779981777.4766006,4,0.9992,0,7.9633,-0.0930,8.0145,0.159540,0.1866,-0.86,0.250000,0.250000,0,0
1779981777.733185,5,0.9990,0,7.8382,-0.0994,7.8997,0.154205,0.1976,-1.25,0.200000,0.200000,0,0
1779981777.9404666,6,0.9989,0,7.8144,-0.0869,7.8131,0.154653,0.1675,-1.65,0.166667,0.166667,0,0
1779981778.211471,7,0.9990,0,7.8374,-0.0712,7.7571,0.146528,0.1836,-1.82,0.142857,0.159104,0,0
1779981778.4760354,8,0.9991,0,7.8708,-0.0581,7.7263,0.139543,0.1900,-1.68,0.125000,0.159104,0,0
1779981778.6970882,9,0.9992,0,7.8991,-0.0485,7.7129,0.137647,0.1696,-1.68,0.111111,0.159104,0,0
1779981778.9886513,10,0.9994,0,7.8653,-0.0470,7.6976,0.125940,0.2017,-1.82,0.100000,0.159104,0,0
1779981779.1912982,11,0.9995,0,7.8169,-0.0472,7.6769,0.116568,0.1634,-2.05,0.090909,0.159104,0,0
1779981779.4496274,12,0.9997,0,7.7708,-0.0471,7.6522,0.107673,0.1696,-2.30,0.083333,0.159104,0,0
1779981779.7140574,13,0.9998,0,7.7342,-0.0463,7.6264,0.099817,0.1792,-2.56,0.076923,0.159104,0,0
1779981779.9716353,14,0.9999,0,7.7307,-0.0432,7.6066,0.088844,0.1835,-2.90,0.071429,0.159104,0,0
1779981780.1976056,15,1.0000,0,7.7286,-0.0405,7.5920,0.077717,0.1728,-3.36,0.066667,0.159104,0,0
1779981780.4679198,16,1.0000,0,7.7158,-0.0388,7.5791,0.073132,0.1792,-3.79,0.062500,0.159104,0,0
1779981780.7007983,17,0.9999,0,7.4822,-0.0502,7.5215,0.090211,0.1755,-4.10,0.058824,0.159104,0,0
1779981780.9555988,18,0.9998,0,7.2563,-0.0600,7.4289,0.134308,0.1809,-4.35,0.055556,0.159104,0,0
1779981781.2254827,19,0.9995,0,7.1600,-0.0619,7.3341,0.151328,0.1886,-4.53,0.052632,0.159104,0,0
1779981781.4645066,20,0.9992,0,6.9951,-0.0670,7.2238,0.174274,0.1859,-4.68,0.050000,0.159104,0,0
1779981781.7053907,21,0.9990,0,6.8723,-0.0697,7.1093,0.189937,0.1693,-4.75,0.047619,0.159104,0,0
1779981781.949065,22,0.9988,0,6.9645,-0.0623,7.0339,0.250403,0.1620,-4.76,0.045455,0.159104,0,0
1779981782.229266,23,0.9988,0,7.1015,-0.0537,6.9995,0.309018,0.1943,-4.76,0.043478,0.159104,0,0
1779981782.4726658,24,0.9988,0,7.0102,-0.0552,6.9547,0.297128,0.1916,-4.95,0.041667,0.159104,0,0
1779981782.7155702,25,0.9988,0,7.0283,-0.0523,6.9224,0.278236,0.1907,-5.36,0.040000,0.159104,0,0
1779981782.9673774,26,0.9990,0,7.1134,-0.0470,6.9132,0.243356,0.1820,-6.32,0.038462,0.159104,0,0
1779981783.2047544,27,0.9992,0,7.0454,-0.0478,6.8940,0.234005,0.1729,-7.23,0.037037,0.159104,0,0
1779981783.4656234,28,0.9995,0,7.0075,-0.0475,6.8722,0.234931,0.1892,-8.91,0.035714,0.159104,0,0
1779981783.7339566,29,0.9998,0,6.9274,-0.0486,6.8401,0.238682,0.2001,-11.45,0.034483,0.159104,0,0
1779981783.9871068,30,0.9999,0,6.6413,-0.0565,6.7610,0.183795,0.1994,-13.93,0.033333,0.159104,0,0
1779981784.2605948,31,1.0000,0,6.3058,-0.0655,6.6335,0.104668,0.2386,-16.33,0.032258,0.159104,0,0
1779981784.462308,32,1.0000,0,6.1916,-0.0670,6.5068,0.100100,0.1739,-18.57,0.031250,0.159104,0,0
