time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779717526.198517,1,0.9995,0,24.0777,24.0661,24.0777,1.270078,0.2280,-9.12,1.000000,1.000000,0,0
1779717526.4834976,2,0.9995,0,23.8548,11.9282,29.9336,1.233733,0.2172,-11.79,0.500000,0.500000,0,0
1779717526.7481058,3,0.9994,0,23.8120,7.9402,33.1893,1.192938,0.2168,-13.04,0.333333,0.333333,0,0
1779717527.0078335,4,0.9994,0,23.9943,6.0019,35.3943,1.267426,0.2143,-13.06,0.250000,0.250000,0,0
1779717527.2905471,5,0.9994,0,23.9131,4.7860,36.9288,1.349100,0.2241,-12.12,0.200000,0.200000,0,0
1779717527.544387,6,0.9994,0,23.8921,3.9853,38.0789,1.382077,0.2143,-11.62,0.166667,0.166667,0,0
1779717527.8193605,7,0.9993,0,23.9709,3.4277,38.7185,1.345847,0.2357,-12.05,0.142857,0.159104,0,0
1779717528.0758345,8,0.9992,0,24.0217,3.0059,38.9101,1.257034,0.2188,-13.04,0.125000,0.159104,0,0
1779717528.3345892,9,0.9992,0,24.2736,2.7001,38.8542,1.192497,0.2068,-12.55,0.111111,0.159104,0,0
1779717528.5925786,10,0.9992,0,24.4369,2.4466,38.6198,1.216597,0.2052,-10.70,0.100000,0.159104,0,0
1779717528.8464499,11,0.9993,0,24.4558,2.2261,38.2400,1.280216,0.2040,-8.59,0.090909,0.159104,0,0
1779717529.1304271,12,0.9992,0,24.2674,2.0251,37.7218,1.314689,0.2071,-6.33,0.083333,0.159104,0,0
1779717529.3972633,13,0.9989,0,24.2794,1.8704,37.1586,1.352576,0.2224,-4.67,0.076923,0.159104,0,0
1779717529.6429882,14,0.9986,0,24.3440,1.7416,36.5876,1.393423,0.1930,-2.70,0.071429,0.159104,0,0
1779717529.9267452,15,0.9984,0,24.4368,1.6318,36.0299,1.432768,0.2114,-1.29,0.066667,0.159104,0,0
1779717530.175417,16,0.9986,0,24.5042,1.5342,35.4893,1.451719,0.2106,-0.51,0.062500,0.159104,0,0
1779717530.4428318,17,0.9986,0,24.5997,1.4497,34.9785,1.451400,0.2056,0.61,0.058824,0.159104,0,0
1779717530.7090096,18,0.9985,0,24.5111,1.3644,34.4633,1.445813,0.2053,0.15,0.055556,0.159104,0,0
1779717530.974114,19,0.9984,0,24.3857,1.2861,33.9442,1.463701,0.2124,-0.59,0.052632,0.159104,0,0
1779717531.250034,20,0.9986,0,24.0631,1.2058,33.3885,1.665962,0.2164,0.42,0.050000,0.159104,0,0
1779717531.5045934,21,0.9990,0,23.7760,1.1347,32.8150,1.838610,0.2115,3.06,0.047619,0.159104,0,0
1779717531.763557,22,0.9994,0,23.3668,1.0646,32.2080,1.999137,0.2166,5.92,0.045455,0.159104,0,0
1779717532.0230443,23,0.9997,0,22.7953,0.9935,31.5464,2.126922,0.1949,10.13,0.043478,0.159104,0,0
1779717532.3046417,24,0.9997,0,22.2699,0.9302,30.8532,2.262471,0.2061,15.20,0.041667,0.159104,0,0
1779717532.5547626,25,0.9998,0,21.7390,0.8718,30.1365,2.305908,0.1993,18.99,0.040000,0.159104,0,0
1779717532.8271084,26,0.9999,0,21.5334,0.8304,29.4662,2.427979,0.2031,24.30,0.038462,0.159104,0,0
1779717533.095167,27,1.0000,0,21.6199,0.8028,28.8929,2.659709,0.1951,30.87,0.037037,0.159104,0,0
1779717533.372246,28,1.0000,0,22.0064,0.7879,28.4599,2.736984,0.2097,32.49,0.035714,0.159104,0,0
1779717533.6122017,29,1.0000,0,22.4723,0.7768,28.1605,2.690459,0.1950,29.65,0.034483,0.159104,0,0
1779717533.8995712,30,0.9999,0,22.9704,0.7675,27.9802,2.544475,0.2056,25.47,0.033333,0.159104,0,0
1779717534.18185,31,0.9999,0,23.4966,0.7598,27.9058,2.265058,0.2184,18.70,0.032258,0.159104,0,0
1779717534.4276912,32,0.9999,0,24.0312,0.7527,27.9224,1.885605,0.2081,11.35,0.031250,0.159104,0,0
1779717534.6849868,33,0.9998,0,24.5386,0.7453,28.0109,1.481309,0.2010,4.89,0.030303,0.159104,0,0
1779717534.937751,34,0.9997,0,24.8358,0.7321,28.1215,1.128111,0.1915,-1.64,0.029412,0.159104,0,0
1779717535.2403197,35,0.9996,0,24.9885,0.7156,28.2250,0.836757,0.2342,-8.33,0.028571,0.159104,0,0
