time,window_index,r_w,is_singular,delta_w,b_w,delta_f_w,cost_val,opt_duration,angle_x,angle_y,angle_z,k_b_w,k_delta_w,valley_jump_occurred,seed_lost_occurred
1779894437.6809785,1,0.0194,1,0.0000,0.0000,0.0000,0.057493,0.1984,-0.87,-0.02,0.69,1.000000,1.000000,0,0
1779894437.902289,2,0.0194,1,0.0000,0.0000,0.0000,0.057644,0.1507,-0.87,-0.02,0.69,0.500000,0.500000,0,0
1779894438.2072756,3,0.0193,1,0.0000,0.0000,0.0000,0.057741,0.2016,-0.87,-0.02,0.69,0.333333,0.333333,0,0
1779894438.456453,4,0.0192,1,0.0000,0.0000,0.0000,0.059303,0.1740,-0.85,-0.02,0.70,0.250000,0.250000,0,0
1779894438.7201405,5,0.0194,1,0.0000,0.0000,0.0000,0.060577,0.1830,-0.86,-0.03,0.70,0.200000,0.200000,0,0
1779894438.9967291,6,0.0201,1,0.0000,0.0000,0.0000,0.060296,0.1878,-0.90,-0.04,0.70,0.166667,0.166667,0,0
1779894439.263952,7,0.0237,1,0.0000,0.0000,0.0000,0.060483,0.1946,-1.07,-0.05,0.70,0.142857,0.159104,0,0
1779894439.5218825,8,0.0360,1,0.0000,0.0000,0.0000,0.063465,0.1833,-1.51,-0.06,0.72,0.125000,0.159104,0,0
1779894439.7825136,9,0.0540,1,0.0000,0.0000,0.0000,0.069806,0.1737,-2.22,-0.07,0.75,0.111111,0.159104,0,0
1779894440.0866697,10,0.0764,1,0.0000,0.0000,0.0000,0.079936,0.2218,-3.21,-0.08,0.80,0.100000,0.159104,0,0
1779894440.2901702,11,0.0993,1,0.0000,0.0000,0.0000,0.092141,0.1646,-4.39,-0.08,0.86,0.090909,0.159104,0,0
1779894440.5737424,12,0.1216,0,-0.1610,-0.0016,-0.0047,0.104350,0.1836,-5.72,-0.07,0.91,0.083333,0.159104,0,0
1779894440.8468025,13,0.1437,0,-0.2117,-0.0022,-0.0116,0.115549,0.1950,-7.17,-0.05,0.96,0.076923,0.159104,0,0
1779894441.090337,14,0.1667,0,-0.2688,-0.0028,-0.0211,0.127740,0.1609,-8.75,-0.01,1.02,0.071429,0.159104,0,0
1779894441.3475382,15,0.1898,0,-0.3313,-0.0036,-0.0340,0.140067,0.1600,-10.35,0.03,1.08,0.066667,0.159104,0,0
1779894441.6270938,16,0.2109,0,-0.3956,-0.0044,-0.0504,0.152257,0.1716,-11.77,0.07,1.13,0.062500,0.159104,0,0
1779894441.8921218,17,0.2287,0,-0.4594,-0.0052,-0.0702,0.164245,0.1798,-12.95,0.11,1.18,0.058824,0.159104,0,0
1779894442.1364315,18,0.2422,0,-0.5181,-0.0059,-0.0932,0.174533,0.1601,-13.82,0.15,1.22,0.055556,0.159104,0,0
1779894442.3940856,19,0.2520,0,-0.5722,-0.0065,-0.1187,0.183972,0.1458,-14.46,0.17,1.25,0.052632,0.159104,0,0
1779894442.696009,20,0.2588,0,-0.6211,-0.0071,-0.1462,0.191825,0.1788,-14.91,0.20,1.28,0.050000,0.159104,0,0
1779894443.0184557,21,0.2632,0,-0.6652,-0.0076,-0.1751,0.198156,0.2449,-15.19,0.22,1.30,0.047619,0.159104,0,0
1779894443.1489239,22,0.2645,0,-0.7023,-0.0079,-0.2049,0.202415,0.0996,-15.27,0.25,1.32,0.045455,0.159104,0,0
1779894443.4706008,23,0.2630,0,-0.7325,-0.0082,-0.2348,0.204883,0.1689,-15.18,0.26,1.33,0.043478,0.159104,0,0
1779894443.803285,24,0.2598,0,-0.7570,-0.0083,-0.2644,0.205236,0.2345,-14.99,0.28,1.33,0.041667,0.159104,0,0
1779894443.9508502,25,0.2561,0,-0.7775,-0.0085,-0.2934,0.203507,0.1228,-14.77,0.30,1.32,0.040000,0.159104,0,0
1779894444.3026068,26,0.2519,0,-0.7930,-0.0085,-0.3216,0.199382,0.2063,-14.52,0.33,1.31,0.038462,0.159104,0,0
1779894444.5692358,27,0.2474,0,-0.8043,-0.0086,-0.3488,0.192767,0.2128,-14.26,0.35,1.28,0.037037,0.159104,0,0
1779894444.8077018,28,0.2434,0,-0.8153,-0.0086,-0.3752,0.186033,0.1791,-14.02,0.38,1.26,0.035714,0.159104,0,0
1779894445.0860658,29,0.2398,0,-0.8299,-0.0086,-0.4008,0.182127,0.1895,-13.80,0.40,1.25,0.034483,0.159104,0,0
1779894445.3130634,30,0.2366,0,-0.8471,-0.0087,-0.4260,0.180279,0.1527,-13.61,0.41,1.24,0.033333,0.159104,0,0
1779894445.627091,31,0.2341,0,-0.8660,-0.0088,-0.4508,0.178787,0.2057,-13.47,0.42,1.23,0.032258,0.159104,0,0
